Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
China,Jamaica,2021,Exports & Imports,1754,49,39.88,1.12,803736.77,809863.25,6126.47,0,0.02,6.42,6.07,176,81.25,18.75,0,0,20,0,0,2653.88,1281.42,6.42,6.07,176,81.25,18.75,0,0,20,0,0,2653.88,1281.42,
China,Jordan,2021,Exports & Imports,2513,226,57.14,5.15,3566666.56,3991366.69,424700.13,0.02,0.12,6.89,4.72,755,87.68,11.79,0.53,0,57,0,13.11,424212.2,56.84,6.89,4.72,755,87.68,11.79,0.53,0,57,0,13.11,424212.2,56.84,
China,Japan,2021,Exports & Imports,3863,3748,87.84,85.36,-39700749.97,165822964.6,205523714.5,7.66,4.93,7.04,3.97,9284,88.97,10.73,0.14,0.16,337.16,0,562449.53,149995856.6,45644513.87,7.04,3.97,9284,88.97,10.73,0.14,0.16,337.16,0,562449.53,149995856.6,45644513.87,
China,Kazakhstan,2021,Exports & Imports,2775,204,63.1,4.65,2568668.28,13960382.79,11391714.52,0.42,0.42,6.3,1.5,677,91.88,8.12,0,0,65,0,0,5208148.68,6183471.42,6.3,1.5,677,91.88,8.12,0,0,65,0,0,5208148.68,6183471.42,
China,Kenya,2021,Exports & Imports,2707,198,61.55,4.51,6505515.13,6732051.77,226536.64,0.01,0.2,7.31,2.5,788,84.39,15.1,0.51,0,45,0,1.5,56862.96,160784.5,7.31,2.5,788,84.39,15.1,0.51,0,45,0,1.5,56862.96,160784.5,
China,Kyrgyz Republic,2021,Exports & Imports,2160,63,49.11,1.43,7394003.79,7473735.49,79731.7,0,0.22,7.75,2.59,222,86.49,13.51,0,0,40,0,0,18378.63,61329.42,7.75,2.59,222,86.49,13.51,0,0,40,0,0,18378.63,61329.42,
China,Cambodia,2021,Exports & Imports,3017,721,68.6,16.42,9465712.33,11566148.63,2100436.3,0.08,0.34,0.46,1.58,2017,7.24,92.76,0,0,50,0,0,225221.47,1856542.71,6.73,10.4,2017,85.82,13.98,0.2,0,65,0,123.49,1995161.2,86602.98,2
China,Kiribati,2021,Exports & Imports,879,4,19.99,0.09,39076.82,39081.59,4.77,0,0,4.67,4.72,20,60,40,0,0,7,0,0,0.41,0.2,4.67,4.72,20,60,40,0,0,7,0,0,0.41,0.2,
China,St. Kitts and Nevis,2021,Exports & Imports,386,9,8.78,0.2,12566.5,13237.56,671.06,0,0,4.6,2.61,44,79.55,20.45,0,0,8,0,0,580.81,85.95,4.6,2.61,44,79.55,20.45,0,0,8,0,0,580.81,85.95,
China,"Korea, Rep.",2021,Exports & Imports,3843,3281,87.38,74.72,-64598053.19,148847026.8,213445079.9,7.95,4.43,3.06,1.27,8375,57,42.93,0,0.07,65,0,0,169424628.2,40512918.27,6.88,2.44,8375,88.92,10.9,0.05,0.13,216.94,0,43562.54,180994280.7,28943265.75,1
China,Kuwait,2021,Exports & Imports,2396,81,54.48,1.84,-13386813.03,4368468.02,17755281.05,0.66,0.13,4.67,0.53,258,78.68,21.32,0,0,15,0,0,2379024.87,15312189.37,4.67,0.53,258,78.68,21.32,0,0,15,0,0,2379024.87,15312189.37,
China,Lao PDR,2021,Exports & Imports,2103,271,47.82,6.17,-1007308.71,1666651.99,2673960.69,0.1,0.05,0.76,2.88,978,6.44,93.56,0,0,50,0,0,672587.42,1576442.67,6.59,5.1,978,75.77,23.82,0.41,0,65,0,99.84,1053923.84,1195106.25,3
China,Lebanon,2021,Exports & Imports,2337,172,53.14,3.92,1460781.01,1508686.46,47905.45,0,0.04,6.68,3.65,596,84.9,15.1,0,0,30,0,0,45832.34,1668.75,6.68,3.65,596,84.9,15.1,0,0,30,0,0,45832.34,1668.75,
China,Liberia,2021,Exports & Imports,1510,33,34.33,0.75,5663784.79,5687517.46,23732.67,0,0.17,3.83,0.45,145,57.93,42.07,0,0,20,0,0,1052.94,22670.21,3.83,0.45,145,57.93,42.07,0,0,20,0,0,1052.94,22670.21,
China,Libya,2021,Exports & Imports,1792,15,40.75,0.34,-1142517.9,2129030.43,3271548.33,0.12,0.06,3.34,0,30,70,30,0,0,8,0,0,245.48,3271280.36,3.34,0,30,70,30,0,0,8,0,0,245.48,3271280.36,
China,St. Lucia,2021,Exports & Imports,727,6,16.53,0.14,25375.89,25509.01,133.12,0,0,2,2.93,8,12.5,87.5,0,0,10,0,0,38.44,92.78,2,2.93,8,12.5,87.5,0,0,10,0,0,38.44,92.78,
China,Latin America & Caribbean,2021,Exports & Imports,3771,2543,85.74,57.91,6994000.13,227736132.7,220742132.5,8.22,6.77,5.55,2.11,24039,68.46,31.42,0.03,0.09,65,0,20617.29,76095964.16,143148084.2,6.99,2.5,6702,87.09,12.67,0.02,0.05,65,0,20629.83,93433957.21,125810091.1,3
China,Sri Lanka,2021,Exports & Imports,2852,618,64.85,14.07,4601764.41,5252221.91,650457.5,0.02,0.16,5.68,5.67,1778,87.18,12.82,0,0,65,0,0,596272.43,44661.32,6.76,7.75,1778,87.18,12.82,0,0,65,0,0,596272.43,44661.32,
China,Lesotho,2021,Exports & Imports,627,27,14.26,0.61,60784.03,84444.94,23660.91,0,0,6.93,17.32,113,84.07,15.93,0,0,38,0,0,23554.5,98.25,6.93,17.32,113,84.07,15.93,0,0,38,0,0,23554.5,98.25,
China,Lithuania,2021,Exports & Imports,2378,813,54.07,18.52,1762288.81,2195782.16,433493.35,0.02,0.07,6.4,4.75,2724,86.31,13.55,0.15,0,65,0,0.15,318430.77,78013.36,6.4,4.75,2724,86.31,13.55,0.15,0,65,0,0.15,318430.77,78013.36,
China,Luxembourg,2021,Exports & Imports,1292,400,29.38,9.11,1030948.37,1441897.83,410949.45,0.02,0.04,6.39,5.46,1148,80.75,19.25,0,0,18,0,0,376272.71,27791.43,6.39,5.46,1148,80.75,19.25,0,0,18,0,0,376272.71,27791.43,
China,Latvia,2021,Exports & Imports,1916,553,43.57,12.59,907415.1,1146482.81,239067.71,0.01,0.03,6.18,5.45,2045,82.54,17.46,0,0,50,0,0,128217.14,16490.05,6.18,5.45,2045,82.54,17.46,0,0,50,0,0,128217.14,16490.05,
China,Macao,2021,Exports & Imports,2394,226,54.43,5.15,3118204.79,3199827.6,81622.81,0,0.1,0.07,0,763,0.39,99.61,0,0,5,0,0,44.5,79538.7,6.49,7.28,763,83.36,16.64,0,0,30,0,0,72323.84,7259.36,1
China,Morocco,2021,Exports & Imports,2489,632,56.59,14.39,4865080.17,5689730.71,824650.54,0.03,0.17,6.56,3.02,1802,85.63,14.15,0.22,0,50,0,2902.2,575387.43,245719.19,6.56,3.02,1802,85.63,14.15,0.22,0,50,0,2902.2,575387.43,245719.19,
China,Moldova,2021,Exports & Imports,1399,257,31.81,5.85,74124.04,178809.76,104685.72,0,0.01,7.24,8.14,726,92.7,7.3,0,0,65,0,0,94683.6,7702.38,7.24,8.14,726,92.7,7.3,0,0,65,0,0,94683.6,7702.38,
China,Madagascar,2021,Exports & Imports,2102,261,47.79,5.94,951279.51,1283179.22,331899.71,0.01,0.04,6.63,3.02,810,91.48,8.52,0,0,25,0,0,261996.17,59016.64,6.63,3.02,810,91.48,8.52,0,0,25,0,0,261996.17,59016.64,
China,Maldives,2021,Exports & Imports,1765,25,40.13,0.57,402528.23,406886.04,4357.8,0,0.01,3.91,4.97,85,64.71,35.29,0,0,12,0,0,4322.2,25.55,3.91,4.97,85,64.71,35.29,0,0,12,0,0,4322.2,25.55,
China,Middle East & North Africa,2021,Exports & Imports,3831,2157,87.11,49.12,-25576926.98,169305878.2,194882805.2,7.26,5.04,6.4,1.13,19466,85.05,14.77,0.14,0.03,128.76,0,12414.4,49114268.87,143281369.6,6.77,1.13,5953,86.83,13,0.02,0.03,128.76,0,12414.4,49114268.87,143281369.6,
China,Mexico,2021,Exports & Imports,3285,1797,74.69,40.92,48298157.95,67440743.71,19142585.75,0.71,2.01,6.68,2.64,4992,85.58,14.34,0.08,0,65,0,20575.6,11293133.91,7701055.36,6.68,2.64,4992,85.58,14.34,0.08,0,65,0,20575.6,11293133.91,7701055.36,
China,Marshall Islands,2021,Exports & Imports,827,32,18.8,0.73,3184842.76,3187592.3,2749.54,0,0.09,5.26,6.81,194,84.02,15.98,0,0,15,0,0,2741.97,7.09,5.26,6.81,194,84.02,15.98,0,0,15,0,0,2741.97,7.09,
China,North Macedonia,2021,Exports & Imports,1318,229,29.97,5.22,-146854.47,224276.16,371130.63,0.01,0.01,6.62,3.36,776,86.47,13.53,0,0,40,0,0,359966.17,11072.26,6.62,3.36,776,86.47,13.53,0,0,40,0,0,359966.17,11072.26,
China,Mali,2021,Exports & Imports,1243,71,28.26,1.62,467332.25,594885.21,127552.96,0,0.02,7.09,10.16,210,66.67,33.33,0,0,45,0,0,90527.01,36989.36,7.09,10.16,210,66.67,33.33,0,0,45,0,0,90527.01,36989.36,
China,Malta,2021,Exports & Imports,1619,214,36.81,4.87,1647932.94,2201437.3,553504.36,0.02,0.07,5.22,1.24,1062,74.86,24.76,0.38,0,15,0,458.97,530754.08,22610.63,5.22,1.24,1062,74.86,24.76,0.38,0,15,0,458.97,530754.08,22610.63,
China,Myanmar,2021,Exports & Imports,3032,727,68.94,16.56,2146459.71,10527477.39,8381017.68,0.31,0.31,0.04,0.39,2107,0.76,99.24,0,0,50,0,0,297618.59,6896519.96,7.07,4.08,2107,84.72,15.09,0.19,0,65,0,564.35,4380649.43,2813489.11,3
China,Mongolia,2021,Exports & Imports,2372,170,53.93,3.87,-4664259.66,2233057.25,6897316.92,0.26,0.07,4.76,2.31,543,84.9,15.1,0,0,38,0,0,2658321.38,4237438.82,5.88,2.34,543,85.27,14.73,0,0,38,0,0,2663919.33,4231840.87,
China,Montenegro,2021,Exports & Imports,926,55,21.06,1.25,84794.39,96126.28,11331.89,0,0,5.18,2.52,192,60.94,39.06,0,0,20,0,0,2754.24,8568.72,5.18,2.52,192,60.94,39.06,0,0,20,0,0,2754.24,8568.72,
China,Mozambique,2021,Exports & Imports,2340,70,53.21,1.59,1754478.51,2895605.44,1141126.93,0.04,0.09,4.94,1.65,218,58.72,41.28,0,0,40,0,0,435291.37,694047.4,4.94,1.65,218,58.72,41.28,0,0,40,0,0,435291.37,694047.4,
China,Mauritania,2021,Exports & Imports,1512,37,34.38,0.84,-883768.17,909962.26,1793730.43,0.07,0.03,5.1,0.27,110,78.18,21.82,0,0,20,0,0,123459.04,1647918.02,5.1,0.27,110,78.18,21.82,0,0,20,0,0,123459.04,1647918.02,
China,Montserrat,2021,Exports & Imports,20,29,0.45,0.66,197.95,214.5,16.55,0,0,5.99,6.66,109,89.91,10.09,0,0,17,0,0,14.35,1.82,5.99,6.66,109,89.91,10.09,0,0,17,0,0,14.35,1.82,
China,Mauritius,2021,Exports & Imports,2220,195,50.48,4.44,842047,877784.36,35737.36,0,0.03,2.85,5.06,517,28.05,71.95,0,0,50,0,0,10672.64,24641.67,7.17,8.09,517,92.07,7.93,0,0,50,0,0,35189.42,124.89,1
China,Malawi,2021,Exports & Imports,1317,30,29.95,0.68,270714.71,280526.82,9812.1,0,0.01,5.86,10.85,93,79.57,20.43,0,0,40,0,0,9786.94,11.29,5.86,10.85,93,79.57,20.43,0,0,40,0,0,9786.94,11.29,
China,Malaysia,2021,Exports & Imports,3706,2070,84.27,47.14,-19494807.36,78697729.62,98192536.98,3.66,2.34,0.41,0.3,5607,5.44,94.56,0,0,50,0,0,6942821.06,90752655.44,6.79,2.55,5607,85,14.77,0.07,0.16,216.94,0,10412.96,71388010.49,26307466.02,1
China,North America,2021,Exports & Imports,3935,3795,89.47,86.43,417293091.3,628715156.1,211422064.8,7.88,18.7,7.01,5.4,15823,87.54,12.17,0.11,0.18,337.16,0,235646.38,157531165.7,44607497.39,7.21,5.4,9536,88.41,11.16,0.09,0.17,337.16,0,235646.38,157531165.7,44607497.39,
China,Namibia,2021,Exports & Imports,1460,115,33.2,2.62,-332926.68,401671.78,734598.46,0.03,0.01,5.34,4.89,460,80.43,19.57,0,0,20,0,0,649350.38,80478.32,5.34,4.89,460,80.43,19.57,0,0,20,0,0,649350.38,80478.32,
China,New Caledonia,2021,Exports & Imports,1318,24,29.97,0.55,-959622.45,151794.62,1111417.07,0.04,0,5.63,1.74,126,76.19,23.81,0,0,20,0,0,803132.42,308224.21,5.63,1.74,126,76.19,23.81,0,0,20,0,0,803132.42,308224.21,
China,Niger,2021,Exports & Imports,1179,53,26.81,1.21,22208.45,391587.35,369378.9,0.01,0.01,5.72,5.04,164,73.78,26.22,0,0,15,0,0,369283.4,85.62,5.72,5.04,164,73.78,26.22,0,0,15,0,0,369283.4,85.62,
China,Norfolk Island,2021,Exports & Imports,24,1,0.55,0.02,955.72,955.75,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
China,Nigeria,2021,Exports & Imports,2831,243,64.37,5.53,19601503.6,22636158.37,3034654.77,0.11,0.67,6.37,1.25,929,83.42,16.58,0,0,40,0,0,710600.36,2322427.43,6.37,1.25,929,83.42,16.58,0,0,40,0,0,710600.36,2322427.43,
China,Nicaragua,2021,Exports & Imports,1733,90,39.4,2.05,769195.05,794259.13,25064.08,0,0.02,6.8,3.98,346,77.75,22.25,0,0,25,0,0,15310.15,9682.55,6.8,3.98,346,77.75,22.25,0,0,25,0,0,15310.15,9682.55,
China,Netherlands,2021,Exports & Imports,3326,2483,75.63,56.55,88428386.52,102433409.3,14005022.79,0.52,3.05,6.94,5.65,6578,87.11,12.82,0.06,0.02,65,0,14273.17,9087171.99,4629324.81,6.94,5.65,6578,87.11,12.82,0.06,0.02,65,0,14273.17,9087171.99,4629324.81,
China,Norway,2021,Exports & Imports,2178,1072,49.52,24.41,-6357875.73,4404091.72,10761967.45,0.4,0.13,6.46,2.42,3107,83.65,16.22,0.13,0,50,0,1093.49,3595523.63,7082236.08,6.46,2.42,3107,83.65,16.22,0.13,0,50,0,1093.49,3595523.63,7082236.08,
China,Nepal,2021,Exports & Imports,2209,256,50.23,5.83,1923825.04,1950333.1,26508.06,0,0.06,6.83,7.12,714,85.29,14.71,0,0,23,0,0,25206.7,646.07,6.83,7.12,714,85.29,14.71,0,0,23,0,0,25206.7,646.07,
China,Nauru,2021,Exports & Imports,372,33,8.46,0.75,11169.83,11277.23,107.4,0,0,4.69,4.69,118,72.88,27.12,0,0,15,0,0,84.43,17.43,4.69,4.69,118,72.88,27.12,0,0,15,0,0,84.43,17.43,
China,New Zealand,2021,Exports & Imports,3125,1127,71.06,25.67,-7594401.53,8560938,16155339.52,0.6,0.25,0.32,0.22,3358,2.08,97.92,0,0,50,0,0,175564.67,12153137.19,7.25,11.27,3358,83.44,16.41,0.12,0.03,50,0,8.62,11714441.29,614260.57,1
China,"Other Asia, nes",2021,Exports & Imports,,,,,-171385960.7,78490651.73,249876612.4,9.31,2.33,,,,,,,,,,,,,,,,,,,,,,,,,
China,Oman,2021,Exports & Imports,2266,150,51.52,3.42,-25022355.29,3565158.77,28587514.07,1.06,0.11,5.3,0.74,460,80.87,19.13,0,0,20,0,0,5062041.68,23481201.55,5.3,0.74,460,80.87,19.13,0,0,20,0,0,5062041.68,23481201.55,
China,Pakistan,2021,Exports & Imports,3305,857,75.15,19.52,20656102.71,24240968.59,3584865.88,0.13,0.72,2.65,2.78,2382,42.49,57.51,0,0,65,0,0,556208.07,2957409.11,6.96,7.51,2382,91.56,8.44,0,0,65,0,0,3183919.91,329697.26,1
China,Panama,2021,Exports & Imports,2412,116,54.84,2.64,9012283.98,10179466.26,1167182.28,0.04,0.3,5.96,0.21,433,67.67,32.33,0,0,20,0,0,37312.83,1129257.88,5.96,0.21,433,67.67,32.33,0,0,20,0,0,37312.83,1129257.88,
China,Peru,2021,Exports & Imports,2908,453,66.12,10.32,-10882539.64,13302116.08,24184655.72,0.9,0.4,0.45,0.02,1555,4.82,95.18,0,0,65,0,0,139763.74,23835726.69,7.08,0.87,1555,86.43,13.57,0,0,65,0,0,3889909.2,20085581.23,1
China,Philippines,2021,Exports & Imports,3484,1300,79.22,29.61,32548265.25,57308181.9,24759916.65,0.92,1.7,0.32,0.04,3728,4.27,95.73,0,0,50,0,0,176044.13,24408137.71,6.69,1.42,3728,84.04,15.75,0.11,0.11,128.76,0,652.43,14475291.32,10108890.53,1
China,Palau,2021,Exports & Imports,425,6,9.66,0.14,36484.66,36570.14,85.49,0,0,1.8,0,11,36.36,63.64,0,0,8,0,0,0.06,84.67,1.8,0,11,36.36,63.64,0,0,8,0,0,0.06,84.67,
China,Papua New Guinea,2021,Exports & Imports,1986,42,45.16,0.96,-1938075.06,1050193.26,2988268.33,0.11,0.03,5.51,0.7,234,63.68,36.32,0,0,20,0,0,680963.34,2290715.99,5.51,0.7,234,63.68,36.32,0,0,20,0,0,680963.34,2290715.99,
China,Poland,2021,Exports & Imports,3052,1910,69.4,43.5,31036522.16,36578289.95,5541767.79,0.21,1.09,6.73,4.84,5478,85.76,13.98,0.07,0.18,65,0,22804.19,4692469.63,691409.39,6.73,4.84,5478,85.76,13.98,0.07,0.18,65,0,22804.19,4692469.63,691409.39,
China,"Korea, Dem. Rep.",2021,Exports & Imports,489,37,11.12,0.84,201751.77,259606.63,57854.86,0,0.01,6.22,3.42,109,94.5,5.5,0,0,16,0,0,40207.83,17612.62,6.22,3.42,109,94.5,5.5,0,0,16,0,0,40207.83,17612.62,
China,Portugal,2021,Exports & Imports,2489,1411,56.59,32.13,1900447.7,5354238.08,3453790.38,0.13,0.16,6.82,4.76,3925,86.37,13.5,0.13,0,65,0,14470.89,3186128.72,224736.6,6.82,4.76,3925,86.37,13.5,0.13,0,65,0,14470.89,3186128.72,224736.6,
China,Paraguay,2021,Exports & Imports,2033,70,46.23,1.59,1726391.51,1780723.28,54331.77,0,0.05,8.95,3.65,310,77.42,22.58,0,0,50,0,0,52030.14,2065.42,8.95,3.65,310,77.42,22.58,0,0,50,0,0,52030.14,2065.42,
China,Occ.Pal.Terr,2021,Exports & Imports,1187,16,26.99,0.36,127667.6,128005.35,337.75,0,0,6.85,3.14,36,88.89,11.11,0,0,15,0,0,336.5,0.05,6.85,3.14,36,88.89,11.11,0,0,15,0,0,336.5,0.05,
China,French Polynesia,2021,Exports & Imports,1260,26,28.65,0.59,128557.3,132894.84,4337.54,0,0,7.68,13.69,94,92.55,7.45,0,0,21,0,0,4295.31,6.31,7.68,13.69,94,92.55,7.45,0,0,21,0,0,4295.31,6.31,
China,Qatar,2021,Exports & Imports,2426,135,55.16,3.07,-9249364.9,3960767.49,13210132.39,0.49,0.12,5.83,1.3,410,91.22,8.78,0,0,16,0,0,3982498.61,9114571.78,5.83,1.3,410,91.22,8.78,0,0,16,0,0,3982498.61,9114571.78,
China,Romania,2021,Exports & Imports,2524,1158,57.39,26.37,3201387.15,6708527.78,3507140.63,0.13,0.2,6.47,5.85,3311,83.33,16.55,0.12,0,50,0,7366.68,3068759.19,398703.34,6.47,5.85,3311,83.33,16.55,0.12,0,50,0,7366.68,3068759.19,398703.34,
China,Russian Federation,2021,Exports & Imports,3505,1769,79.7,40.29,-11420556.3,67550054.71,78970611.01,2.94,2.01,6.53,1.33,5276,86.88,12.81,0.08,0.23,65,0,994.05,22909084.04,51440107.02,6.53,1.33,5276,86.88,12.81,0.08,0.23,65,0,994.05,22909084.04,51440107.02,
China,Rwanda,2021,Exports & Imports,1395,36,31.72,0.82,306413.77,335137.17,28723.4,0,0.01,8.18,2.68,120,74.17,25.83,0,0,40,0,0,7687.51,21017.28,8.18,2.68,120,74.17,25.83,0,0,40,0,0,7687.51,21017.28,
China,South Asia,2021,Exports & Imports,3840,2848,87.31,64.86,120538898.1,154038872.3,33499974.17,1.25,4.58,5.46,3.75,14445,79.53,20.44,0.03,0,65,0,0.14,21535347.89,11543640.18,6.84,5.35,7545,88.58,11.37,0.03,0,65,0,646.76,26801840.26,6277147.82,2
China,Saudi Arabia,2021,Exports & Imports,3088,458,70.21,10.43,-26640050.1,30321534.66,56961584.76,2.12,0.9,6.18,1.05,1451,85.8,13.92,0.28,0,50,0,0.14,11048139.07,44496230.42,6.18,1.05,1451,85.8,13.92,0.28,0,50,0,0.14,11048139.07,44496230.42,
China,Senegal,2021,Exports & Imports,2143,93,48.73,2.12,2914168.85,3353688.31,439519.46,0.02,0.1,6.06,12.75,300,82.67,17.33,0,0,30,0,0,380604.17,53062.24,6.06,12.75,300,82.67,17.33,0,0,30,0,0,380604.17,53062.24,
China,"Serbia, FR(Serbia/Montenegro)",2021,Exports & Imports,2245,564,51.05,12.84,1257378.14,2242268.4,984890.26,0.04,0.07,6.79,2.38,1793,86.06,13.94,0,0,65,0,0,532391.59,450360.52,6.79,2.38,1793,86.06,13.94,0,0,65,0,0,532391.59,450360.52,
China,Singapore,2021,Exports & Imports,3538,1826,80.45,41.59,16412207.57,55215267.63,38803060.06,1.45,1.64,0.25,0.2,5216,3.59,96.41,0,0,50,0,0,3259969.97,33858176.16,6.55,2.69,5216,84.3,15.63,0.08,0,50,0,36312.54,26439471.36,10678674.77,2
China,Solomon Islands,2021,Exports & Imports,1247,14,28.35,0.32,-153539.03,167105.82,320644.85,0.01,0.01,6.99,0.03,113,45.13,54.87,0,0,20,0,0,677.12,316870.6,6.99,0.03,113,45.13,54.87,0,0,20,0,0,677.12,316870.6,
China,Sierra Leone,2021,Exports & Imports,1461,83,33.22,1.89,85699.46,489118.99,403419.53,0.01,0.01,5.91,0.01,331,70.69,29.31,0,0,20,0,0,418.64,402986.41,5.91,0.01,331,70.69,29.31,0,0,20,0,0,418.64,402986.41,
China,El Salvador,2021,Exports & Imports,2125,207,48.32,4.71,1292345.11,1511198.56,218853.45,0.01,0.04,6.35,6.29,693,88.6,11.4,0,0,50,0,0,52229.13,166464.77,6.35,6.29,693,88.6,11.4,0,0,50,0,0,52229.13,166464.77,
China,San Marino,2021,Exports & Imports,200,105,4.55,2.39,3177.61,8638.13,5460.52,0,0,6.52,5.63,293,84.98,15.02,0,0,30,0,0,3995.71,1425.09,6.52,5.63,293,84.98,15.02,0,0,30,0,0,3995.71,1425.09,
China,Somalia,2021,Exports & Imports,1388,35,31.56,0.8,988901.19,999699.4,10798.21,0,0.03,6.65,8.35,144,86.81,13.19,0,0,20,0,0,8896.5,89.93,6.65,8.35,144,86.81,13.19,0,0,20,0,0,8896.5,89.93,
China,Saint Pierre and Miquelon,2021,Exports & Imports,23,1,0.52,0.02,96.61,96.66,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
China,South Sudan,2021,Exports & Imports,946,6,21.51,0.14,-159595.95,139816.93,299412.88,0.01,0,3.6,0,12,83.33,16.67,0,0,15,0,0,1.01,299409.75,3.6,0,12,83.33,16.67,0,0,15,0,0,1.01,299409.75,
China,Sub-Saharan Africa,2021,Exports & Imports,3693,1533,83.97,34.91,11578912.91,109342110.9,97763197.98,3.64,3.25,5.98,1.36,13525,75.16,24.81,0.03,0,65,0,1.5,31352094.54,66162002.83,6.86,1.39,4458,86.09,13.82,0.03,0,65,0,1.5,31606491.61,65907605.76,2
China,Sao Tome and Principe,2021,Exports & Imports,545,12,12.39,0.27,14811.72,14944.51,132.8,0,0,6.24,3.28,44,70.45,29.55,0,0,20,0,0,119.99,12.45,6.24,3.28,44,70.45,29.55,0,0,20,0,0,119.99,12.45,
China,Sudan,2021,Exports & Imports,1807,55,41.09,1.25,1036585.22,1816389.67,779804.44,0.03,0.05,6.91,12.55,285,81.4,18.6,0,0,40,0,0,778202.24,1571.66,6.91,12.55,285,81.4,18.6,0,0,40,0,0,778202.24,1571.66,
China,Suriname,2021,Exports & Imports,1409,31,32.04,0.71,234879.95,276740.21,41860.25,0,0.01,6.33,0.3,135,57.78,42.22,0,0,23,0,0,1796.17,40056.72,6.33,0.3,135,57.78,42.22,0,0,23,0,0,1796.17,40056.72,
China,Slovak Republic,2021,Exports & Imports,1892,1078,43.02,24.55,-3001918.05,4545307.98,7547226.02,0.28,0.14,6.41,13.05,3487,86.52,13.36,0.11,0,30,0,1377.37,6502402.05,140788.83,6.41,13.05,3487,86.52,13.36,0.11,0,30,0,1377.37,6502402.05,140788.83,
China,Slovenia,2021,Exports & Imports,2378,1034,54.07,23.55,4731230.35,5363254.66,632024.31,0.02,0.16,6.33,6.03,3156,83.24,16.63,0.13,0,30,0,26.47,532456.46,86227.4,6.33,6.03,3156,83.24,16.63,0.13,0,30,0,26.47,532456.46,86227.4,
China,Sweden,2021,Exports & Imports,2539,1988,57.73,45.27,1162987.67,11034894.09,9871906.42,0.37,0.33,6.61,5.19,5369,86.05,13.88,0.07,0,40,0,9309.2,7816172.62,1551292.9,6.61,5.19,5369,86.05,13.88,0.07,0,40,0,9309.2,7816172.62,1551292.9,
China,Eswatini,2021,Exports & Imports,493,94,11.21,2.14,50196.25,51488.62,1292.37,0,0,5.56,2.62,389,77.89,22.11,0,0,50,0,0,877.51,402.64,5.56,2.62,389,77.89,22.11,0,0,50,0,0,877.51,402.64,
China,Seychelles,2021,Exports & Imports,993,8,22.58,0.18,68641.79,68654.88,13.08,0,0,4.71,2.33,26,84.62,15.38,0,0,10,0,0,4.67,5.57,4.71,2.33,26,84.62,15.38,0,0,10,0,0,4.67,5.57,
China,Syrian Arab Republic,2021,Exports & Imports,1507,81,34.27,1.84,481069.02,482352.02,1283,0,0.01,7.9,6.4,264,95.08,4.92,0,0,20,0,0,1241.11,14.53,7.9,6.4,264,95.08,4.92,0,0,20,0,0,1241.11,14.53,
China,Turks and Caicos Isl.,2021,Exports & Imports,212,5,4.82,0.11,4946.77,4971.59,24.81,0,0,4,0.43,17,41.18,58.82,0,0,10,0,0,1.22,21.63,4,0.43,17,41.18,58.82,0,0,10,0,0,1.22,21.63,
China,Chad,2021,Exports & Imports,1171,22,26.63,0.5,168472.97,365271.04,196798.07,0.01,0.01,6.17,0.44,65,92.31,7.69,0,0,15,0,0,5826.68,190958.35,6.17,0.44,65,92.31,7.69,0,0,15,0,0,5826.68,190958.35,
China,Togo,2021,Exports & Imports,1854,31,42.16,0.71,2419846.37,2952723.92,532877.55,0.02,0.09,8.19,7.39,106,69.81,30.19,0,0,40,0,0,532773.09,0.18,8.19,7.39,106,69.81,30.19,0,0,40,0,0,532773.09,0.18,
China,Thailand,2021,Exports & Imports,3731,2537,84.83,57.78,7537184.72,69355427.69,61818242.98,2.3,2.06,0.38,1.1,6612,5.23,94.77,0,0,50,0,0,5354820.22,54974810.23,7.13,6.39,6612,87.93,11.84,0.06,0.17,65,0,345858.66,41929474.25,18400156.2,1
China,Tajikistan,2021,Exports & Imports,1955,37,44.45,0.84,1507494.53,1682963.99,175469.46,0.01,0.05,6.01,3.86,109,77.06,22.94,0,0,40,0,0,38415.19,137052.2,6.01,3.86,109,77.06,22.94,0,0,40,0,0,38415.19,137052.2,
